loan_int_rate,loan_percent_income,person_cred_hist_length,income_to_age_ratio,loan_amt_to_income_ratio,emp_length_to_age_ratio,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_status
10.65,0.2,2,1113.6363636363635,0.1959183673469387,0.1363636363636363,False,False,False,True,False,False,False,True,False,False,0
7.88,0.18,2,1569.2307692307693,0.1838235294117647,0.1153846153846153,True,False,False,False,False,False,False,False,True,False,0
16.49,0.09,14,1122.0,0.106951871657754,0.06,False,False,False,True,False,False,False,True,False,False,1
5.42,0.13,13,1428.571428571429,0.1333333333333333,0.0238095238095238,True,False,False,False,False,False,False,True,False,False,0
7.29,0.33,3,1363.6363636363635,0.3291666666666666,0.1818181818181818,False,False,False,True,False,False,False,False,False,True,1
13.11,0.22,3,1916.6666666666667,0.2168478260869565,0.0833333333333333,False,False,False,True,False,False,False,False,False,True,0
17.51,0.18,4,1272.5454545454545,0.1785969424203457,0.0454545454545454,False,False,False,True,False,False,False,False,False,True,1
13.47,0.22,12,1658.5365853658536,0.2205882352941176,0.0,False,False,False,True,False,True,False,False,False,False,0
16.32,0.23,15,857.1428571428571,0.2333333333333333,0.1666666666666666,False,False,False,True,False,False,False,True,False,False,1
8.88,0.09,13,895.5,0.09142936906756,0.0,False,False,False,True,False,False,False,False,True,False,0
6.39,0.1,3,1739.1304347826087,0.1,0.0,True,False,False,False,False,True,False,False,False,False,0
10.38,0.2,4,960.0,0.1979166666666666,0.36,False,False,False,True,False,False,False,True,False,False,0
10.74,0.08,3,5786.55,0.083166999334664,0.2,True,False,False,False,True,False,False,False,False,False,0
11.36,0.42,2,1854.5454545454545,0.4178921568627451,0.3181818181818182,True,False,False,False,False,True,False,False,False,False,0
10.59,0.16,3,1890.909090909091,0.1634615384615384,0.0,True,False,False,False,True,False,False,False,False,False,0
7.29,0.07,16,570.0,0.0657894736842105,0.0,False,False,False,True,False,False,False,True,False,False,0
7.29,0.13,3,1727.2727272727273,0.131578947368421,0.0,False,False,False,True,False,True,False,False,False,False,0
11.36,0.25,3,1818.1818181818185,0.25,0.2727272727272727,True,False,False,False,False,False,False,False,True,False,0
11.36,0.2,3,923.0769230769232,0.2,0.0,False,False,False,True,False,True,False,False,False,False,0
7.14,0.1,3,1571.428571428571,0.0984848484848484,0.0952380952380952,True,False,False,False,False,False,True,False,False,False,1
10.99,0.25,16,2267.4418604651164,0.2461538461538461,0.1395348837209302,False,False,False,True,False,False,False,False,True,False,0
13.72,0.22,3,898.4347826086956,0.2201897018970189,0.1739130434782608,False,False,False,True,False,True,False,False,False,False,0
7.14,0.1,4,1666.6666666666667,0.1,0.3333333333333333,True,False,False,False,True,False,False,False,False,False,0
11.71,0.17,12,1384.6153846153843,0.1666666666666666,0.5897435897435898,True,False,False,False,False,False,True,False,False,False,0
10.14,0.16,15,1190.4761904761904,0.16,0.0714285714285714,False,False,False,True,False,False,True,False,False,False,0
9.76,0.11,14,1374.9,0.1090988435522583,0.15,True,False,False,False,False,False,False,False,True,False,1
8.9,0.17,2,1152.0,0.1736111111111111,0.0,False,False,False,True,False,True,False,False,False,False,0
13.22,0.11,4,1956.5217391304348,0.1066666666666666,0.0869565217391304,False,False,False,True,False,True,False,False,False,False,0
7.66,0.48,13,389.1891891891892,0.4826388888888889,0.054054054054054,False,False,False,True,False,False,False,False,True,False,1
6.76,0.1,2,1740.0,0.1034482758620689,0.0,False,False,False,True,False,False,False,True,False,False,0
14.27,0.35,4,1478.2608695652175,0.3529411764705882,0.1304347826086956,True,False,False,False,False,False,False,False,False,True,1
6.76,0.07,4,1900.0,0.0741626794258373,0.1363636363636363,True,False,False,False,False,False,False,False,False,True,0
7.9,0.46,2,1750.0,0.4571428571428571,0.2083333333333333,True,False,False,False,True,False,False,False,False,False,0
7.29,0.1,2,1600.0,0.1,0.04,True,False,False,False,False,False,True,False,False,False,0
8.9,0.33,4,1680.0,0.3327380952380952,0.04,True,False,False,False,False,False,False,False,False,True,0
14.35,0.35,2,1700.0,0.3529411764705882,0.0,False,False,True,False,False,False,False,False,False,True,0
12.98,0.23,14,1733.3333333333333,0.2259615384615384,0.3611111111111111,True,False,False,False,False,False,False,False,False,True,0
10.65,0.39,3,1521.7391304347825,0.385,0.2608695652173913,False,False,False,True,True,False,False,False,False,False,1
6.62,0.2,15,693.3333333333334,0.2003205128205128,0.0833333333333333,False,False,False,True,False,False,False,False,False,True,0
14.96,0.09,2,2260.8695652173915,0.0884615384615384,0.217391304347826,False,False,False,True,False,False,False,False,True,False,1
16.02,0.14,3,1392.0,0.1436781609195402,0.08,False,False,False,True,False,False,False,False,True,False,1
10.25,0.15,13,1594.5945945945946,0.1525423728813559,0.081081081081081,True,False,False,False,False,False,True,False,False,False,0
18.54,0.17,16,1043.4782608695652,0.175,0.0217391304347826,False,False,False,True,False,True,False,False,False,False,1
10.99,0.35,4,1669.5652173913045,0.3450520833333333,0.0434782608695652,False,False,False,True,False,False,False,False,False,True,1
7.29,0.14,11,1142.857142857143,0.1354166666666666,0.6190476190476191,True,False,False,False,False,False,False,True,False,False,0
10.36,0.1,4,1818.1818181818185,0.1,0.2727272727272727,True,False,False,False,False,False,False,False,False,True,0
15.21,0.19,15,1263.157894736842,0.1875,0.6052631578947368,True,False,False,False,False,False,False,True,False,False,1
14.96,0.2,13,3157.894736842105,0.1966666666666666,0.2894736842105263,False,False,True,False,False,False,False,False,False,True,0
15.37,0.13,4,1695.6521739130435,0.1282051282051282,0.1304347826086956,False,False,False,True,True,False,False,False,False,False,1
15.27,0.07,11,2974.358974358974,0.0689655172413793,0.0256410256410256,False,False,False,True,False,False,False,False,False,True,1
6.99,0.06,11,3888.8888888888887,0.0571428571428571,0.5833333333333334,True,False,False,False,False,False,False,False,True,False,0
12.18,0.27,11,638.2978723404256,0.2666666666666666,0.1063829787234042,False,False,False,True,True,False,False,False,False,False,1
6.03,0.2,3,1576.923076923077,0.1951219512195122,0.1923076923076923,True,False,False,False,False,False,False,False,True,False,0
10.74,0.2,3,1818.1818181818185,0.2,0.2272727272727272,True,False,False,False,False,False,False,True,False,False,0
13.49,0.06,17,3219.512195121951,0.0606060606060606,0.073170731707317,True,False,False,False,True,False,False,False,False,False,0
6.91,0.25,14,1538.4615384615386,0.25,0.4871794871794871,True,False,False,False,False,False,False,False,False,True,0
11.36,0.05,4,3653.846153846154,0.0505263157894736,0.1538461538461538,False,False,False,True,True,False,False,False,False,False,0
9.99,0.16,4,1863.636363636364,0.1560975609756097,0.0,True,False,False,False,False,False,False,False,False,True,0
11.86,0.13,16,492.6315789473685,0.1335470085470085,0.5789473684210527,False,False,True,False,False,False,False,False,False,True,0
15.62,0.1,12,2783.783783783784,0.0970873786407767,0.027027027027027,False,False,False,True,False,True,False,False,False,False,1
11.36,0.12,2,1472.7272727272727,0.1234567901234567,0.1818181818181818,False,False,False,True,False,False,False,False,False,True,1
15.23,0.09,13,414.6341463414634,0.088235294117647,0.0,False,False,False,True,False,False,False,False,True,False,1
13.57,0.38,4,1300.0,0.3846153846153846,0.1538461538461538,False,False,False,True,False,True,False,False,False,False,1
7.68,0.12,15,1538.4615384615386,0.1166666666666666,0.5128205128205128,True,False,False,False,False,False,False,True,False,False,0
5.79,0.25,4,1666.6666666666667,0.25,0.25,True,False,False,False,True,False,False,False,False,False,0
19.69,0.1,3,3692.307692307693,0.1041666666666666,0.4230769230769231,False,False,False,True,False,False,True,False,False,False,0
10.25,0.16,12,1694.4444444444443,0.1639344262295081,0.0555555555555555,True,False,False,False,True,False,False,False,False,False,0
8.94,0.06,3,7272.727272727273,0.0625,0.0,False,False,False,True,False,False,False,False,False,True,0
13.57,0.19,13,1047.6190476190477,0.1909090909090909,0.0,False,False,False,True,False,True,False,False,False,False,1
14.17,0.17,3,1304.3478260869565,0.1666666666666666,0.3043478260869565,False,False,False,True,False,False,False,False,True,False,1
11.14,0.14,12,3538.4615384615386,0.144927536231884,0.0769230769230769,True,False,False,False,False,False,True,False,False,False,1
8.49,0.16,14,1476.190476190476,0.1612903225806451,0.6190476190476191,False,False,False,True,False,False,False,False,False,True,0
15.65,0.17,16,1255.813953488372,0.1666666666666666,0.0,False,False,False,True,False,False,True,False,False,False,1
7.29,0.14,4,1333.3333333333333,0.140625,0.0,False,False,False,True,False,False,False,True,False,False,0
11.14,0.09,13,380.3478260869565,0.0857338820301783,0.1304347826086956,False,False,False,True,False,False,True,False,False,False,1
15.62,0.05,11,4774.166666666667,0.0546925001454587,0.1111111111111111,True,False,False,False,False,False,False,True,False,False,1
11.49,0.19,2,1565.2173913043478,0.1868055555555555,0.3043478260869565,True,False,False,False,False,False,True,False,False,False,1
10.71,0.13,4,1782.608695652174,0.1341463414634146,0.3043478260869565,True,False,False,False,True,False,False,False,False,False,0
11.36,0.22,17,1380.0,0.217391304347826,0.16,False,False,False,True,True,False,False,False,False,False,1
12.99,0.17,4,1318.1818181818182,0.1655172413793103,0.2727272727272727,False,False,False,True,False,False,False,True,False,False,0
8.59,0.01,4,9400.2,0.0106380715303929,0.2,True,False,False,False,False,True,False,False,False,False,0
7.49,0.12,15,1891.891891891892,0.12,0.1621621621621621,False,False,False,True,False,False,True,False,False,False,0
8.0,0.08,4,1538.4615384615386,0.08125,0.1153846153846153,True,False,False,False,False,False,False,False,False,True,0
7.29,0.06,4,2000.0,0.0595238095238095,0.0476190476190476,True,False,False,False,True,False,False,False,False,False,0
13.72,0.23,2,864.0,0.2268518518518518,0.0,False,False,False,True,False,True,False,False,False,False,0
12.18,0.15,3,1618.857142857143,0.1470761266031297,0.0,False,False,False,True,False,False,False,False,True,False,0
13.8,0.18,12,3414.6341463414637,0.1785714285714285,0.073170731707317,True,False,False,False,False,False,False,False,False,True,0
7.49,0.08,2,5200.0,0.0769230769230769,0.28,False,False,False,True,False,False,True,False,False,False,0
12.69,0.06,2,6847.826086956522,0.0634920634920634,0.0434782608695652,False,False,False,True,False,True,False,False,False,False,0
14.26,0.32,17,1020.408163265306,0.317,0.1632653061224489,True,False,False,False,False,False,False,False,True,False,0
6.76,0.08,4,2500.0,0.0818181818181818,0.1818181818181818,False,False,False,True,True,False,False,False,False,False,0
13.22,0.14,4,1565.2173913043478,0.1388888888888889,0.0434782608695652,False,False,False,True,False,False,False,True,False,False,0
10.65,0.1,3,4545.454545454545,0.1,0.1363636363636363,False,False,False,True,False,True,False,False,False,False,0
10.99,0.13,2,1600.0,0.1302083333333333,0.125,False,False,False,True,False,False,False,True,False,False,0
10.99,0.16,17,1408.3333333333333,0.1577909270216962,0.0555555555555555,False,False,False,True,False,False,True,False,False,False,0
8.9,0.14,4,1400.0,0.1373626373626373,0.1153846153846153,False,False,False,True,False,False,False,True,False,False,0
11.36,0.27,15,1621.6216216216217,0.2666666666666666,0.5675675675675675,False,False,False,True,False,False,False,False,False,True,0
11.36,0.09,11,1543.5128205128206,0.0863830423443028,0.1538461538461538,False,False,False,True,False,False,False,False,True,False,0
10.75,0.4,4,500.0,0.3958333333333333,0.0,False,False,False,True,False,True,False,False,False,False,1
7.49,0.12,12,1589.7435897435898,0.1161290322580645,0.0769230769230769,False,False,True,False,False,False,False,False,True,False,0
10.28,0.14,2,1400.0,0.1371428571428571,0.04,False,False,False,True,False,False,False,True,False,False,0
7.51,0.11,3,1800.0,0.1066666666666666,0.36,False,False,False,True,False,True,False,False,False,False,0
13.35,0.16,3,1250.0,0.16,0.0,False,False,False,True,False,True,False,False,False,False,0
11.14,0.36,4,1636.3636363636365,0.3611111111111111,0.2727272727272727,False,False,False,True,True,False,False,False,False,False,1
8.49,0.13,15,1550.0,0.1290322580645161,0.075,False,False,False,True,True,False,False,False,False,False,0
11.36,0.07,3,1702.857142857143,0.0671140939597315,0.238095238095238,True,False,False,False,False,False,True,False,False,False,1
11.11,0.33,2,626.0869565217391,0.3298611111111111,0.0434782608695652,False,False,False,True,False,True,False,False,False,False,1
13.22,0.11,13,1222.2222222222222,0.1136363636363636,0.0555555555555555,False,False,False,True,False,False,False,True,False,False,1
12.98,0.2,13,833.3333333333334,0.20125,0.0416666666666666,False,False,False,True,True,False,False,False,False,False,0
14.75,0.07,2,2350.0,0.0709219858156028,0.0,False,False,False,True,False,True,False,False,False,False,1
15.7,0.17,3,1160.0,0.1724137931034483,0.12,False,False,False,True,True,False,False,False,False,False,1
10.99,0.17,4,1213.3333333333333,0.1717032967032967,0.0,False,False,False,True,False,True,False,False,False,False,0
5.99,0.13,2,1294.6153846153843,0.1336898395721925,0.0,True,False,False,False,True,False,False,False,False,False,1
11.89,0.17,17,1719.1836734693877,0.1661918328584995,0.0816326530612244,True,False,False,False,False,False,False,True,False,False,0
7.49,0.04,14,1733.3333333333333,0.0384615384615384,0.0,True,False,False,False,True,False,False,False,False,False,0
10.65,0.51,14,928.5714285714286,0.5064102564102564,0.0952380952380952,False,False,False,True,False,False,True,False,False,False,1
10.62,0.29,2,1619.047619047619,0.2941176470588235,0.238095238095238,True,False,False,False,False,True,False,False,False,False,1
11.49,0.03,3,1750.0,0.0285714285714285,0.1666666666666666,True,False,False,False,False,False,False,False,False,True,0
11.83,0.25,3,1666.6666666666667,0.25,0.0833333333333333,True,False,False,False,False,False,False,False,False,True,0
11.36,0.05,17,1763.265306122449,0.0462962962962962,0.0,False,False,False,True,False,False,False,True,False,False,1
12.42,0.2,12,625.0,0.2,0.0,False,False,False,True,True,False,False,False,False,False,1
12.69,0.17,4,1250.0,0.1666666666666666,0.25,False,False,False,True,True,False,False,False,False,False,1
7.51,0.12,16,1851.3513513513512,0.1167883211678832,0.054054054054054,False,False,False,True,False,False,False,False,True,False,0
10.59,0.15,2,1333.3333333333333,0.15,0.25,False,False,False,True,False,False,False,True,False,False,0
15.62,0.09,4,2030.7692307692307,0.0871212121212121,0.1153846153846153,False,False,False,True,True,False,False,False,False,False,1
11.36,0.25,4,4900.0,0.2474489795918367,0.2,True,False,False,False,False,True,False,False,False,False,0
10.36,0.08,2,1680.0,0.0833333333333333,0.0,True,False,False,False,False,False,False,False,False,True,0
16.49,0.14,3,1153.8461538461538,0.14,0.0384615384615384,False,False,False,True,False,True,False,False,False,False,1
11.48,0.15,4,1818.1818181818185,0.15,0.0,False,False,True,False,False,True,False,False,False,False,0
8.49,0.05,2,4166.666666666667,0.046,0.0416666666666666,False,False,False,True,False,True,False,False,False,False,0
8.38,0.09,3,4280.0,0.0934579439252336,0.0,False,False,False,True,False,False,False,False,False,True,0
8.94,0.16,2,1240.0,0.1612903225806451,0.0,False,False,False,True,False,False,False,False,True,False,0
8.49,0.09,2,2250.0,0.0898148148148148,0.0,False,False,False,True,False,False,True,False,False,False,0
10.99,0.18,4,1182.0,0.1845869866174434,0.2272727272727272,False,False,False,True,False,False,False,True,False,False,0
16.89,0.23,12,1131.578947368421,0.2325581395348837,0.5789473684210527,False,False,False,True,False,False,False,True,False,False,1
12.42,0.19,4,923.0769230769232,0.1875,0.3846153846153846,False,False,False,True,False,False,False,True,False,False,0
11.36,0.13,4,1809.5238095238096,0.131578947368421,0.0,False,False,False,True,False,True,False,False,False,False,0
10.99,0.14,3,3272.7272727272725,0.1385416666666666,0.0,False,False,False,True,False,False,False,False,False,True,0
11.36,0.29,17,215.7,0.2897542883634678,0.0,False,False,True,False,True,False,False,False,False,False,1
12.84,0.11,3,1666.6666666666667,0.1125,0.3333333333333333,False,False,False,True,False,False,False,True,False,False,0
11.36,0.11,3,1909.090909090909,0.1142857142857142,0.2727272727272727,False,False,True,False,False,False,False,False,False,True,0
11.36,0.29,2,1640.16,0.292654375182909,0.04,False,False,True,False,False,False,False,False,True,False,0
5.99,0.29,4,678.2608695652174,0.2884615384615384,0.0434782608695652,False,False,False,True,False,False,False,False,False,True,1
11.36,0.18,11,936.2553191489362,0.181801654395055,0.0425531914893617,False,False,False,True,False,False,False,True,False,False,1
11.36,0.15,14,1475.7222222222222,0.1505854007453977,0.0277777777777777,False,False,False,True,False,False,False,True,False,False,1
12.87,0.09,11,1414.6341463414635,0.0896551724137931,0.1463414634146341,True,False,False,False,True,False,False,False,False,False,0
13.49,0.2,15,1135.1351351351352,0.2,0.054054054054054,False,False,False,True,False,False,False,False,False,True,0
9.99,0.07,17,8571.42857142857,0.0694444444444444,0.2619047619047619,True,False,False,False,False,False,True,False,False,False,0
11.71,0.15,2,2100.0,0.1547619047619047,0.2,False,False,False,True,False,False,False,False,False,True,0
7.88,0.24,12,1631.578947368421,0.2419354838709677,0.0789473684210526,True,False,False,False,False,False,True,False,False,False,0
6.91,0.17,3,1666.6666666666667,0.1725,0.0,False,False,True,False,False,False,False,False,True,False,0
13.99,0.12,3,1615.3846153846157,0.119047619047619,0.1153846153846153,False,False,False,True,False,False,False,False,True,False,1
7.66,0.03,15,3270.162162162162,0.0330589440973255,0.3783783783783784,True,False,False,False,False,False,True,False,False,False,0
7.66,0.29,3,1750.0,0.2857142857142857,0.2916666666666667,False,False,True,False,False,False,False,False,False,True,0
12.87,0.1,13,1829.787234042553,0.1046511627906976,0.0,False,False,False,True,False,False,True,False,False,False,1
9.91,0.08,2,1909.090909090909,0.0833333333333333,0.0,True,False,False,False,False,False,False,False,False,True,0
8.88,0.23,2,514.2857142857143,0.2314814814814814,0.1904761904761904,False,False,False,True,False,False,False,False,True,False,1
7.49,0.38,2,1666.6666666666667,0.375,0.2083333333333333,True,False,False,False,False,False,True,False,False,False,0
6.62,0.09,16,4210.526315789473,0.0875,0.3157894736842105,True,False,False,False,False,True,False,False,False,False,0
13.99,0.1,4,1692.3076923076924,0.1045454545454545,0.1923076923076923,False,False,False,True,True,False,False,False,False,False,1
10.99,0.1,4,2181.818181818182,0.096875,0.0909090909090909,False,False,False,True,False,False,False,True,False,False,0
9.32,0.06,15,3378.3783783783783,0.064,0.027027027027027,True,False,False,False,False,False,True,False,False,False,0
9.99,0.06,2,3041.6666666666665,0.0630136986301369,0.0833333333333333,False,False,False,True,False,False,False,True,False,False,0
10.99,0.16,16,1351.3513513513512,0.16,0.1351351351351351,False,False,False,True,False,False,True,False,False,False,0
11.14,0.07,2,5833.333333333333,0.0714285714285714,0.0,False,False,False,True,False,False,True,False,False,False,0
14.11,0.26,12,861.1111111111111,0.2580645161290322,0.0555555555555555,False,False,False,True,False,False,False,True,False,False,1
14.61,0.03,2,1742.2857142857142,0.0273313654750191,0.238095238095238,True,False,False,False,True,False,False,False,False,False,1
6.62,0.19,3,1750.0,0.1904761904761904,0.0,True,False,False,False,False,False,False,False,False,True,0
12.69,0.29,4,576.9230769230769,0.2916666666666667,0.0,False,False,False,True,True,False,False,False,False,False,1
11.36,0.23,11,1162.7906976744189,0.23,0.2558139534883721,True,False,False,False,False,True,False,False,False,False,0
8.49,0.32,3,714.2857142857143,0.32,0.2857142857142857,False,False,False,True,False,False,False,False,False,True,1
10.62,0.2,3,1000.0,0.1979166666666666,0.3333333333333333,False,False,False,True,True,False,False,False,False,False,0
15.31,0.16,13,1361.111111111111,0.1632653061224489,0.0,False,False,False,True,True,False,False,False,False,False,1
13.11,0.43,2,1430.7692307692307,0.4301075268817204,0.3846153846153846,True,False,False,False,True,False,False,False,False,False,1
13.48,0.19,11,1355.5555555555557,0.1901639344262295,0.0444444444444444,True,False,False,False,True,False,False,False,False,False,0
11.99,0.1,4,1869.5652173913045,0.1023255813953488,0.3043478260869565,False,False,False,True,False,False,False,True,False,False,1
13.11,0.34,17,1213.3333333333333,0.3434065934065934,0.0,True,False,False,False,False,False,False,False,False,True,0
16.07,0.14,13,1200.0,0.1435185185185185,0.0222222222222222,True,False,False,False,False,True,False,False,False,False,1
14.96,0.16,3,1192.3076923076924,0.1612903225806451,0.1538461538461538,False,False,False,True,False,True,False,False,False,False,0
7.49,0.1,2,1910.0,0.1047120418848167,0.0833333333333333,False,False,False,True,True,False,False,False,False,False,0
8.94,0.1,2,2380.9523809523807,0.098,0.238095238095238,False,False,False,True,False,True,False,False,False,False,0
10.59,0.13,2,1384.6153846153843,0.125,0.0384615384615384,True,False,False,False,False,False,True,False,False,False,1
9.99,0.19,4,2000.0,0.1904761904761904,0.238095238095238,False,False,True,False,False,False,False,True,False,False,0
13.85,0.11,17,4891.891891891892,0.1104972375690607,0.2972972972972973,True,False,False,False,True,False,False,False,False,False,0
13.49,0.23,2,952.3809523809524,0.225,0.238095238095238,False,False,False,True,False,False,False,False,True,False,0
9.99,0.08,3,5714.285714285715,0.0833333333333333,0.1904761904761904,False,False,False,True,True,False,False,False,False,False,0
9.25,0.15,3,1818.1818181818185,0.15,0.2272727272727272,False,False,True,False,False,False,False,True,False,False,0
11.36,0.08,12,2777.777777777778,0.08,0.3111111111111111,True,False,False,False,False,False,False,False,True,False,0
5.99,0.08,11,4390.243902439024,0.0777777777777777,0.3170731707317073,False,False,True,False,False,False,False,True,False,False,0
13.98,0.15,2,1472.7272727272727,0.1481481481481481,0.3181818181818182,False,False,False,True,False,False,False,False,True,False,1
7.51,0.1,3,1863.636363636364,0.0975609756097561,0.3181818181818182,False,False,False,True,False,False,False,False,True,False,1
10.65,0.08,3,4711.538461538462,0.0816326530612244,0.0384615384615384,False,False,False,True,False,False,False,True,False,False,0
13.61,0.25,2,728.16,0.2471984179301252,0.0,False,False,False,True,False,True,False,False,False,False,1
13.22,0.11,4,1680.0,0.1142857142857142,0.08,False,False,False,True,True,False,False,False,False,False,0
6.17,0.18,4,2229.1666666666665,0.1831775700934579,0.0,False,False,False,True,False,False,True,False,False,False,0
6.03,0.29,2,1863.636363636364,0.2926829268292683,0.2727272727272727,True,False,False,False,False,True,False,False,False,False,0
7.51,0.15,2,2826.086956521739,0.1534615384615384,0.0,False,False,False,True,False,False,False,False,False,True,0
10.25,0.11,4,3576.923076923077,0.1053763440860215,0.2692307692307692,False,False,False,True,False,False,True,False,False,False,0
11.36,0.04,12,1671.0526315789473,0.0377952755905511,0.0789473684210526,False,False,True,False,False,True,False,False,False,False,0
12.61,0.25,2,1854.5454545454545,0.2450980392156862,0.2727272727272727,False,False,True,False,False,False,False,False,False,True,0
6.92,0.15,3,1239.84,0.1451800232288037,0.36,False,False,False,True,False,False,False,False,False,True,0
13.12,0.07,3,1478.2608695652175,0.0742647058823529,0.0,True,False,False,False,True,False,False,False,False,False,1
12.68,0.21,12,1918.421052631579,0.205761316872428,0.0789473684210526,False,False,False,True,False,False,False,False,True,False,0
9.99,0.17,12,3000.0,0.1666666666666666,0.5789473684210527,True,False,False,False,True,False,False,False,False,False,0
13.47,0.27,15,1120.0,0.2678571428571428,0.04,False,False,False,True,False,False,True,False,False,False,0
7.51,0.21,4,1750.0,0.206547619047619,0.125,True,False,False,False,False,True,False,False,False,False,0
15.27,0.12,12,1277.7777777777778,0.1163043478260869,0.1666666666666666,True,False,False,False,False,False,False,False,True,False,1
7.51,0.22,2,1913.0434782608693,0.2227272727272727,0.3043478260869565,False,False,False,True,False,True,False,False,False,False,1
14.84,0.13,2,1604.1666666666667,0.1298701298701298,0.0,False,False,False,True,False,False,False,True,False,False,1
7.88,0.14,4,1458.3333333333333,0.1428571428571428,0.3333333333333333,False,False,False,True,True,False,False,False,False,False,0
11.36,0.24,15,944.3333333333334,0.2353218025650076,0.3333333333333333,False,False,False,True,False,False,False,False,True,False,0
12.99,0.14,2,1909.090909090909,0.1428571428571428,0.2727272727272727,True,False,False,False,False,True,False,False,False,False,0
9.99,0.21,4,933.0,0.207663451232583,0.0,False,False,False,True,False,False,False,True,False,False,0
13.8,0.05,16,5405.405405405405,0.05,0.081081081081081,True,False,False,False,False,True,False,False,False,False,0
14.96,0.27,15,714.2857142857143,0.2666666666666666,0.119047619047619,False,False,False,True,False,False,False,False,False,True,0
16.0,0.11,3,1466.6666666666667,0.1136363636363636,0.0416666666666666,False,False,False,True,False,False,False,True,False,False,1
11.36,0.31,17,589.7435897435897,0.3130434782608696,0.0,False,False,False,True,False,False,False,True,False,False,1
12.61,0.08,14,1236.3636363636365,0.0919117647058823,0.0681818181818181,False,False,False,True,False,False,False,True,False,False,1
12.68,0.08,2,4615.384615384615,0.0833333333333333,0.4230769230769231,False,False,False,True,False,False,True,False,False,False,0
7.51,0.17,15,1639.0,0.1694800352518473,0.3055555555555556,True,False,False,False,False,False,False,False,False,True,0
14.65,0.05,17,1021.2765957446808,0.0520833333333333,0.2978723404255319,False,False,False,True,True,False,False,False,False,False,0
7.9,0.17,3,1200.0,0.1666666666666666,0.0,False,False,False,True,False,True,False,False,False,False,0
12.87,0.34,17,875.0,0.3428571428571428,0.0625,True,False,False,False,True,False,False,False,False,False,1
